0	0	12.022796109924132
4	0	13.814693973362923
3	0	14.992519258313862
4	0	14.554157943334545
1	1	8.110582161774934
2	0	10.707619512195528
1	1	11.85623649016839
0	0	9.455981200913342
4	0	14.419744918412285
1	1	8.123729169160917
5	0	13.555399989957913
1	0	9.858416801661052
3	1	4.550372261171269
4	0	13.843758789828591
5	0	15.571674180336547
1	1	10.398219041678834
5	0	14.986740925280797
4	1	7.150570664707393
3	0	12.025878580394226
1	0	11.417043252525746
4	1	4.570568840826964
5	0	15.252860457500065
3	1	6.812883990752017
2	0	11.980780691397664
2	1	9.14945206070361
4	1	6.555060829303889
4	0	13.069170897050547
4	1	5.0552315428973
2	0	12.355294745628756
4	0	13.593568909395346
4	1	5.348165041218099
4	0	12.937506306833921
4	0	16.549900181174237
4	1	6.539870474215591
1	1	9.786390139244295
4	1	5.958255700752634
4	1	5.303303318199462
1	1	9.267308284708832
2	1	7.2101840528255075
1	0	10.205800646901569
4	1	6.03826124237049
2	1	8.521889504370606
4	1	7.538036561848687
0	1	9.79985110264875
2	0	11.40038751415095
2	0	13.086817638281643
2	0	11.908472505983625
0	0	11.168059971026137
5	1	4.372412961556839
4	0	14.903743922989701
2	0	12.22860711960757
0	1	9.971723429110634
4	1	6.427382974035018
3	0	11.660603811813884
0	1	10.349907606325113
3	1	6.127526710268736
4	0	13.368640784199838
1	1	9.988956886467001
1	1	8.427183042581506
0	1	9.903753049431458
3	0	13.47137238506467
1	1	9.307872224315675
4	0	14.193840969069093
5	1	5.742305279079291
2	0	10.44480056315931
3	1	5.634221629515084
3	1	7.1424063189116005
5	1	4.2695665322263405
3	0	13.468237221203491
3	0	13.863181963116512
4	0	12.922710332859744
2	1	7.499619489160041
4	1	6.495382356531987
1	0	10.53778966019619
0	0	10.318574197450637
0	1	10.678884092296148
2	0	11.56320857649319
4	0	13.068022410026988
1	1	9.053580753992964
2	1	8.152921679098629
0	1	9.610744583758784
1	1	9.726174924067923
1	0	11.101850759076491
1	1	7.945213435622918
4	0	14.115160521510141
1	1	7.5061909011475665
4	1	5.7930816055026355
5	0	15.487927557469627
1	1	8.840863524070324
2	1	8.454647931715762
3	0	14.582073575180656
2	0	11.910351943834911
1	0	10.868069877532463
0	1	10.142021674302855
0	1	10.816078018803033
4	1	5.01197050647936
5	1	5.352974221785806
4	1	7.852810909882919
4	0	14.86342649118837
1	0	10.823579519711256
2	0	11.246710971690714
5	0	13.824546644235792
1	1	9.114077071365996
2	1	9.283478324325838
0	1	10.085928635788122
0	1	10.398796020298144
0	0	10.600265446120362
1	1	9.874522934558069
4	0	13.802508349195168
2	0	12.08736378811889
5	1	5.487378871073892
3	0	14.557273061176291
1	0	10.853117644729414
1	0	10.99734348007013
4	0	14.529452012931381
3	0	13.701883570906952
0	1	10.708239460630988
2	0	11.730655837168092
4	0	12.88137454125947
0	0	10.928947922136995
2	0	13.579194920442523
4	0	14.72287474592465
4	1	10.17164840486523
4	0	13.355077606140188
0	0	9.750498581554949
1	1	8.40579359397528
1	1	9.68926170694004
2	0	13.284439831705885
1	0	12.99100086533592
2	1	6.632507651059814
3	0	13.651678544279529
3	0	13.749638005426917
2	1	9.06418151385541
0	1	9.59275794141399
1	1	11.155036121216433
2	0	12.135388916083388
3	0	12.335429097388559
4	1	7.5804181885054795
3	0	12.932222539387219
3	1	7.617654453015458
4	0	15.167874811043081
4	1	6.299831672923421
3	0	12.696371906818332
5	1	3.6979492673877123
0	1	10.1256913143911
4	1	6.92449376732759
3	1	6.4001801068984605
0	0	10.068118143319547
3	1	7.092990627691858
3	1	6.984775971588852
0	1	9.959516291592964
4	0	12.659530069482743
0	1	12.370612587861377
5	1	4.954256443670585
4	1	4.479896015455694
4	0	14.139233218520209
4	1	6.323769362841453
4	1	6.680742544732924
2	0	10.610144409146075
2	0	11.358981957430858
4	1	7.715786641424755
0	1	10.191620378358829
2	1	7.778333695045686
5	1	4.090460536257147
1	0	10.626505616193171
0	0	9.851749727337287
5	1	5.979658355202196
2	1	9.840655106863906
2	1	7.568880843382674
4	1	7.681967892265483
2	0	11.573109885853047
3	1	7.179175448148205
0	1	10.004836837895677
1	0	8.870040807059329
2	1	7.823445674616766
5	0	14.952708555267039
1	0	11.388550849318301
1	1	8.753617062418217
5	1	5.4352054880855105
3	1	6.423004132742797
0	0	9.506634154934599
4	0	14.79938798512194
5	1	5.465895252446844
3	0	12.111150682940682
3	0	13.297767317449516
2	1	7.5968672809827265
4	0	13.741957786056346
2	0	11.607816713650783
3	1	7.7751555101066225
3	1	7.36894492518314
1	1	8.92690108792945
4	0	15.831929890286467
0	0	11.10829362733391
2	1	7.89158039271987
0	1	9.612682417127155
3	0	13.593422367824733
4	1	6.242190324681869
1	1	8.654043669518968
1	0	10.464571589912623
4	1	6.714923732861067
0	0	11.090189110216308
5	0	15.461070059614414
4	0	13.269015238660629
1	0	10.101036064393917
0	1	10.074216669803283
0	0	9.383507158573252
4	1	5.420141972982749
1	1	9.532169883012642
4	0	13.858490506029801
2	0	11.17423947461131
4	1	6.949931113832998
3	0	14.530468856950517
0	0	11.176450715553372
3	0	11.23301696428949
4	0	13.93638871002428
5	1	6.198879697014707
1	1	10.76291610986798
5	0	15.682555051534955
5	0	14.289881200588388
4	0	14.47638172764461
2	1	8.040488756119876
1	0	10.347517978339326
4	0	14.773571743266983
